Source,Title,Content,Section,URL,Date
Expansion,Empresas de EU reactivarán anuncios de inversión; confían en Sheinbaum,"Tras detener un anuncio importante de inversión por la reforma judicial, la American Society of Mexico informó que en próximas fechas se retomará, pero con cautela.",Economía,https://expansion.mx/economia/2024/09/23/empresas-de-eu-reactivaran-anuncios-de-inversion-confian-en-sheinbaum,"Mon, 23 Sep 2024 23:58:14 GMT"
Expansion,El endeudamiento de mexicanos en el exterior representa 35% del PIB,El Banco de México (Banxico) dio a conocer que en el segundo trimestre del año se redujo el endeudamiento del mundo desde el 42% reportado en el primer trimestre.,Economía,https://expansion.mx/economia/2024/09/23/deuda-de-mexicanos-en-el-exterior-representa-35-del-pib,"Mon, 23 Sep 2024 22:43:27 GMT"
Expansion,Las auditorías dan ingresos por 3.5 billones de pesos al SAT,"De estos recursos, 1.426 billones de pesos se obtuvieron por auditorías a grandes contribuyentes, informa el fisco.",Economía,https://expansion.mx/economia/2024/09/23/auditorias-dan-al-sat-ingresos-por-3-5-billones-de-pesos,"Mon, 23 Sep 2024 18:54:29 GMT"
Expansion,Economía mexicana crece 0.6% en julio,Las actividades primarias encabezaron el crecimiento económico del país durante el séptimo mes del año.,Economía,https://expansion.mx/economia/2024/09/23/economia-mexicana-crece-tercer-mes-consecutivo,"Mon, 23 Sep 2024 15:42:07 GMT"
Expansion,Una jubilación digna se complica cada vez más para los mexicanos,"Una quinta parte de los empleados en el país contempla jubilarse a los 66 años o más, mientras que otro 86% admite ahorrar menos de lo que debería hacerlo en la actualidad.",Economía,https://expansion.mx/economia/2024/09/23/jubilacion-digna-se-complica-para-los-mexicanos,"Mon, 23 Sep 2024 11:28:29 GMT"
Expansion,El plan de sustituir importaciones de Asia con el nearshoring se torna difícil,"En los primeros siete meses del año, las importaciones de México desde Asia alcanzaron los 141,219 millones de dólares; China representa 51% del total.",Economía,https://expansion.mx/economia/2024/09/23/plan-sustituir-importaciones-asia-nearshoring-dificil,"Mon, 23 Sep 2024 11:00:45 GMT"
Expansion,Carlos Slim critica el sistema de pensiones en México y pide combatir la pobreza,El hombre más rico de México dice que los recursos que reciben actualmente los mayores de 65 años debería usarse para sacar a 6 millones de personas de la pobreza extrema.,Economía,https://expansion.mx/economia/2024/09/22/carlos-slim-critica-pensiones,"Sun, 22 Sep 2024 20:54:21 GMT"
Expansion,"Anuncios de inversión en México suman 59,900 mdd en primeros nueve meses de 2024",La Secretaría de Economía identifica 197 anuncios públicos entre enero y septiembre. Estados Unidos encabeza los anuncios.,Economía,https://expansion.mx/economia/2024/09/22/anuncios-de-inversion-en-mexico-suman-59-900-mdd-en-primeros-nueve-meses-de-2024,"Sun, 22 Sep 2024 20:01:54 GMT"
Expansion,China sufre por exceso... de leche,"El mercado de leche en China enfrenta una situación complicada por el exceso de oferta, la baja demanda y las pérdidas millonarias.",Economía,https://expansion.mx/economia/2024/09/20/china-sufre-por-exceso-de-leche,"Fri, 20 Sep 2024 22:45:27 GMT"
Expansion,"EU pide ""implementación rigurosa"" de plan de certificación de aguacate de México","Las ventas de aguacate mexicano a Estados Unidos se han disparado 48% desde 2019, hasta alcanzar un valor de más de 3,000 millones de dólares el año pasado.",Economía,https://expansion.mx/economia/2024/09/20/eu-implementacion-rigurosa-certificacion-aguacate-mexico,"Fri, 20 Sep 2024 22:39:28 GMT"
Expansion,Banqueros piden evitar arbitraje regulatorio con licencias bancarias,El presidente de la ABM dijo que los productos que ofrece cada una de las instituciones financieras deben tener una regulación igual para mantener el incentivo de inversión en el país.,Economía,https://expansion.mx/economia/2024/09/20/banqueros-evitar-arbitraje-regulatorio-licencias-bancarias,"Fri, 20 Sep 2024 19:54:00 GMT"
Expansion,Banqueros esperan que leyes secundarias de reforma judicial den certidumbre,"Tras la aprobación de la reforma al Poder Judicial,  los banqueros esperan que en las leyes secundarias se afinen detalles que permitan una reforma ""exitosa"".",Economía,https://expansion.mx/economia/2024/09/20/banqueros-leyes-secundarias-certidumbre-reforma-judicial,"Fri, 20 Sep 2024 17:13:50 GMT"
Expansion,Eliminación de subsidios a gasolinas impedirá bajas en sus precios,"La medida de disminución de los estímulos fiscales obedece más a la necesidad de incrementar la recaudación de impuestos para reducir el déficit fiscal, consideran especialistas.",Economía,https://expansion.mx/economia/2024/09/20/por-que-no-baja-el-precio-de-la-gasolina-en-mexico,"Fri, 20 Sep 2024 13:26:04 GMT"
Expansion,México impugnará fallo que determina pago de 37 mdd a Odyssey Marine Exploration,"La empresa estadounidense ganó un arbitraje internacional contra México, pues se consideró que Semarnat negó arbitrariamente un permiso para un proyecto minero marino en Baja California Sur.",Economía,https://expansion.mx/economia/2024/09/19/mexico-impugnara-fallo-pago-de-37-mdd-odyssey-marine,"Fri, 20 Sep 2024 02:42:29 GMT"
Expansion,El 24% de los créditos hipotecarios es cofinanciado con Infonavit y Fovissste,"La Asociación de Bancos de México dijo que de enero a julio de este año, 16,100 créditos que ha dado la banca han tenido cofinanciamiento con los institutos para trabajadores.",Economía,https://expansion.mx/economia/2024/09/19/creditos-hipotecarios-cofinanciados-infonavit-fovissste,"Thu, 19 Sep 2024 18:11:45 GMT"
Expansion,"Yellen considera ""señal muy positiva"" recorte de tasas de la Fed","La medida ""refleja confianza de parte de la Fed en que la inflación cedió y está en camino hacia la meta de 2% (anual)"", expresó la secretaria del Tesoro de EU.",Economía,https://expansion.mx/economia/2024/09/19/yellen-considera-senal-muy-positiva-recorte-de-tasas-de-fed,"Thu, 19 Sep 2024 15:56:09 GMT"
Expansion,La CNBV buscará regular reportes de ciberseguridad,El regulador busca que todas las empresas que ofrezcan un servicio financiero deban homologar los criterios para reportar cuando han sido víctimas de un ataque cibernético.,Economía,https://expansion.mx/economia/2024/09/19/la-cnbv-buscara-regular-reportes-de-ciberseguridad,"Thu, 19 Sep 2024 11:01:32 GMT"
Expansion,Recorte de la Fed da margen de maniobra a Banco de México,"Tras la decisión de política monetaria del banco central estadounidense, Banxico tiene oportunidad de mantener el amplio diferencial de tasas, aseguran analistas.",Economía,https://expansion.mx/economia/2024/09/19/recorte-fed-margen-maniobra-banxico-politica-monetaria,"Thu, 19 Sep 2024 11:00:38 GMT"
Expansion,Claudia Sheinbaum se reunirá con empresarios de Estados Unidos en octubre,"En medio de voces empresariales que dicen que las inversiones se han detenido por la reforma judicial, Marcelo Ebrard anunció la asistencia de la próxima presidenta de México en el CEO Dialogue.",Economía,https://expansion.mx/economia/2024/09/18/ebrard-anuncia-sheinbaum-reunion-empresas-de-eu,"Wed, 18 Sep 2024 21:33:43 GMT"
Expansion,¿Dónde hay mayor brecha salarial por género en México?,"Banxico realizó un análisis de las brechas salariales de género en las regiones de México, los resultados demuestran que el norte es donde hay mayor diferencia de remuneración entre hombres y mujeres.",Economía,https://expansion.mx/economia/2024/09/18/brecha-salarial-por-genero-en-mexico,"Wed, 18 Sep 2024 21:03:20 GMT"
Expansion,¿Por qué es importante tener un seguro para tu negocio?,"Un seguro no solo cubre los daños materiales, sino que también puede asegurar la continuidad de las operaciones en caso de un siniestro, destaca la AMIS.",Economía,https://expansion.mx/economia/2024/09/18/por-que-es-importante-tener-un-seguro-para-tu-negocio,"Wed, 18 Sep 2024 20:15:39 GMT"
Expansion,Peligra economía de México si Trump gana y cumple con aranceles: Moody's,La agencia calificadora anticipa que la economía mexicana sufriría una recesión en 2025 y una mayor inflación.,Economía,https://expansion.mx/economia/2024/09/18/economia-de-mexico-peligra-recesion-si-gana-trump,"Wed, 18 Sep 2024 19:05:41 GMT"
Expansion,"RappiCard alcanza los 5,107 millones de pesos en su cartera de crédito",La empresa resalta que parte de su estrategia es ofrecer un proceso de solicitud y aprobación en solo dos minutos y una entrega de la tarjeta física en 30 minutos.,Economía,https://expansion.mx/economia/2024/09/18/rappicard-alcanza-5107-mdp-cartera-de-credito,"Wed, 18 Sep 2024 18:53:02 GMT"
Expansion,"Fed baja tasas medio punto porcentual; aduce ""confianza"" en control de inflación",Los responsables de la política monetaria prevén que el tipo de referencia de la Reserva Federal caiga otro medio punto porcentual a finales de este año.,Economía,https://expansion.mx/economia/2024/09/18/fed-baja-tasas-medio-punto-porcentual-aduce-confianza-en-control-de-inflacion,"Wed, 18 Sep 2024 18:16:03 GMT"
Expansion,Mercado Pago recibe financiamiento de JP Morgan para apoyar a Pymes mexicanas,La plataforma logra un acuerdo con el banco de inversión de 250 millones de dólares para apoyar a pequeños negocios en el país.,Economía,https://expansion.mx/economia/2024/09/18/mercado-pago-recibe-financiamiento-de-jp-morgan,"Wed, 18 Sep 2024 17:53:49 GMT"
Expansion,El número de súper ricos se dispara en Estados Unidos y China,La población China con al menos 100 millones de dólares en sus cuentas se ha duplicado en los últimos 10 años.,Economía,https://expansion.mx/economia/2024/09/18/paises-con-mas-super-ricos,"Wed, 18 Sep 2024 15:05:00 GMT"
Expansion,Infonavit maneja 2.4 billones de pesos en activos: Carlos Martínez,"Los fondos del instituto han aumentado por los aumentos salariales, las mayores aportaciones patronales, la fiscalización a empresas, los programas de regularización de créditos.",Economía,https://expansion.mx/economia/2024/09/18/cuanto-dinero-maneja-el-infonavit,"Wed, 18 Sep 2024 15:00:18 GMT"
Expansion,El impacto del nearshoring y las tendencias laborales según MetLife México,"La escasez de talento calificado, la importancia de beneficios competitivos y la necesidad de una cultura organizacional sólida son los principales desafíos a los que se enfrentan las empresas",Economía,https://expansion.mx/economia/2024/09/18/el-impacto-nearshoring-mexico-tendencias-laborales-metlife,"Wed, 18 Sep 2024 14:23:52 GMT"
Expansion,"Sofipos ven oportunidades en su figura, a pesar de la migración bancaria","La Asociación Mexicana de Sofipos (AMS) considera que con una nueva regulación, las instituciones pueden seguir creciendo con ayuda de la regulación y la tecnología.",Economía,https://expansion.mx/economia/2024/09/18/sofipos-ven-oportunidades-en-su-figura-a-pesar-de-la-migracion-bancaria,"Wed, 18 Sep 2024 11:05:55 GMT"
Expansion,Las Afores registran ganancias en agosto; las más altas en 9 meses,"Las Afores registraron plusvalías de 231,284.6 millones de pesos en agosto, el monto más alto desde noviembre del año pasado.",Economía,https://expansion.mx/economia/2024/09/17/afores-plusvalias-record-2024,"Wed, 18 Sep 2024 01:36:02 GMT"
Expansion,Estos son los juegos gratis de PlayStation Plus en octubre de 2024,Sony presentó el catálogo de videojuegos que llegarán a su suscripción y a partir de cuándo estarán disponibles.,Tecnología,https://expansion.mx/tecnologia/2024/09/25/juegos-gratis-ps-plus-octubre-2024,"Thu, 26 Sep 2024 00:00:58 GMT"
Expansion,Caso FTX: el rol Caroline Ellison en el fraude y por el que pasará 2 años presa,"La exdirectora de Alameda Research, el fondo de cobertura personal de Bankman-Fried, también deberá pagar una multa de 11,000 mdd.",Tecnología,https://expansion.mx/tecnologia/2024/09/25/caso-ftx-caroline-ellison-fraude,"Wed, 25 Sep 2024 23:00:05 GMT"
Expansion,Altán Redes confía en que el gobierno de Sheinbaum robustecerá la conectividad,"Carlos Lerma, CEO de Altán, dice estar “positivo de lo que vendrá en los próximos años” en conectividad, debido a que la provisión de internet será uno de los ejes principales de Claudia Sheinbaum.",Tecnología,https://expansion.mx/tecnologia/2024/09/25/altan-redes-confia-sheinbaum-robustecera-conectividad,"Wed, 25 Sep 2024 21:47:52 GMT"
Expansion,"Mira Murati, CTO de OpenAI, deja la empresa","El 2024 ha sido un año complicado para la startup de Inteligencia Artificial, pues varios de sus ejecutivos y fundadores han renunciado.",Tecnología,https://expansion.mx/tecnologia/2024/09/25/mira-murati-cto-de-openai-deja-la-empresa,"Wed, 25 Sep 2024 21:10:08 GMT"
Expansion,Telmex suspende a Sebog servicio de resguardo de información por impagos,"Triara, división de Centros de Datos de Telmex, suspendió los servicios de resguardo de información a Gobernación por el impago de 63.7 millones de pesos.",Tecnología,https://expansion.mx/tecnologia/2024/09/25/telmex-corta-servicio-segob,"Wed, 25 Sep 2024 20:00:32 GMT"
Expansion,"Meta presenta el Quest 3S, la versión ""económica"" de su visor de realidad mixta",Meta calificó a este dispositivo como el proveedor de  “experiencias increíbles a un precio inigualable”.,Tecnología,https://expansion.mx/tecnologia/2024/09/25/meta-quest-3s-precio-y-specs,"Wed, 25 Sep 2024 19:00:07 GMT"
Expansion,Google demanda a Microsoft por supuesto monopolio en la nube,"La denuncia fue presentada ante la Comisión Europea, según anunció el propio Google.",Tecnología,https://expansion.mx/tecnologia/2024/09/25/google-demanda-microsoft-monopolio-nube,"Wed, 25 Sep 2024 17:00:52 GMT"
Expansion,YouTube lanza una nueva herramienta para ayudarte en una emergencia médica,"A través de su división Health, la plataforma de videos colaboró con instituciones certificadas, como la Cruz Roja, para dar información sobre situaciones de urgencia.",Tecnología,https://expansion.mx/tecnologia/2024/09/25/youtube-health-nueva-herramienta-para-emergencias-medicas,"Wed, 25 Sep 2024 15:05:29 GMT"
Expansion,Samsung abre sus puertas: así conviven humanos y brazos mecánicos,"Lo que comenzó como una planta de producción de refrigeradores, hoy es uno de los centros más importantes para Samsung en el mundo.",Tecnología,https://expansion.mx/tecnologia/2024/09/25/samsung-abre-sus-puertas-asi-conviven-humanos-y-brazos-mecanicos,"Wed, 25 Sep 2024 11:27:40 GMT"
Expansion,IFT prevé publicar nuevas medidas regulatorias para América Móvil en noviembre,El regulador tiene como obligación revisar cada dos años las medidas regulatorias de la compañía controlada por Carlos Slim para verificar si han generado competencia en las telecomunicaciones.,Tecnología,https://expansion.mx/tecnologia/2024/09/24/ift-preve-publicar-nuevas-medidas-regulatorias-america-movil,"Tue, 24 Sep 2024 23:00:10 GMT"
Expansion,"El IFT pedirá 1,680 mdp de presupuesto pese a reforma para eliminar a autónomos",El regulador aseguró que la partida que solicitará a Hacienda es la misma que le fue aprobada para este año e incluso más baja si se toma en cuenta la inflación.,Tecnología,https://expansion.mx/tecnologia/2024/09/24/ift-pedira-1-680-mdp-de-presupuesto-pese-a-reforma,"Tue, 24 Sep 2024 21:30:26 GMT"
Expansion,Meta sumará voces como la de John Cena a su chatbot,La nueva función de audio ofrecerá a los usuarios la opción de seleccionar una voz para su asistente digital.,Tecnología,https://expansion.mx/tecnologia/2024/09/24/meta-sumara-voces-como-la-de-john-cena-a-su-chatbot,"Tue, 24 Sep 2024 20:00:13 GMT"
Expansion,"Microsoft confía en México; invertirá 1,300 mdd para ampliar su alcance en IA","El CEO de la compañía, Satya Nadella, destacó que este capital será para mejorar las capacidades de nube e IA en la región.",Tecnología,https://expansion.mx/tecnologia/2024/09/24/microsoft-invertira-1-300-mdd-mexico-ampliar-alcance-ia,"Tue, 24 Sep 2024 18:20:16 GMT"
Expansion,Guía para elegir el mejor antivirus para tu celular,Los ataques a teléfonos inteligentes cada vez son más comunes y aquí te decimos qué debes tener en cuenta a la hora de elegir la mejor protección.,Tecnología,https://expansion.mx/tecnologia/2024/09/24/guia-para-elegir-el-mejor-antivirus-para-tu-celular,"Tue, 24 Sep 2024 17:00:04 GMT"
Expansion,"La IA ayuda a las industrias a ahorrar hasta 35,000 dólares por hora","A través de diferentes sensores y softwares de IA, empresas como Tractian han logrado rastrear los sonidos de las máquinas e interpretarlas en posibles fallas técnicas.",Tecnología,https://expansion.mx/tecnologia/2024/09/24/asi-ayuda-ia-industrias-ahorrar-hasta-35-000-dolares,"Tue, 24 Sep 2024 11:30:55 GMT"
Expansion,Netflix y Prime Video de Amazon lideran quejas del streaming,"A agosto de este año, ambas empresas recibieron inconformidades por parte de los usuarios por cobros indebidos y alteración de precios, aseguró Profeco a Expansión a través de transparencia.",Tecnología,https://expansion.mx/tecnologia/2024/09/23/plataformas-de-streaming-con-mas-quejas-profeco,"Mon, 23 Sep 2024 22:31:45 GMT"
Expansion,¿Qué son y cómo funcionan las nuevas categorías de Canales en WhatsApp?,"Con la nueva organización del directorio de Canales, WhatsApp pretende hacer más sencilla la navegación para los usuarios.",Tecnología,https://expansion.mx/tecnologia/2024/09/23/nuevas-categorias-de-canales-en-whatsapp,"Mon, 23 Sep 2024 20:30:29 GMT"
Expansion,"Intel, el nuevo objeto del deseo en la industria tech","La empresa pionera de la industria de los chips ha sido objeto de nuevos rumores sobre una posible adquisición por parte de Qualcomm, así como inversiones de firmas de capital.",Tecnología,https://expansion.mx/tecnologia/2024/09/23/intel-el-nuevo-objeto-del-deseo-en-la-industria-tech,"Mon, 23 Sep 2024 18:30:30 GMT"
Expansion,"India, el país que quiere ser potencia en la industria de semiconductores","Estados Unidos y la India anunciaron una alianza para construir una planta de chips en este país, algo que el gobierno de Biden definió como un “punto de inflexión”.",Tecnología,https://expansion.mx/tecnologia/2024/09/23/india-quiere-ser-potencia-en-la-industria-de-semiconductores,"Mon, 23 Sep 2024 15:10:38 GMT"
Expansion,AMLO busca convertir a CFE Telecom en una empresa pública,"La iniciativa de reforma quiere que CFE TEIT sea la principal compañía en proveer internet a todo el país, respecto a sus competidores, cambiando su estatus de estatal a pública.",Tecnología,https://expansion.mx/tecnologia/2024/09/23/amlo-busca-convertir-a-cfe-telecom-en-una-empresa-publica,"Mon, 23 Sep 2024 11:29:11 GMT"
Expansion,CFE Telecom perfila a nuevo CEO para impulsar el proyecto de internet,"Según dos fuentes con conocimiento del tema, al interior de la compañía se ha puesto sobre la mesa el nombre de Emiliano Calderón Mercado para ser el nuevo CEO de la estatal de telecomunicaciones.",Tecnología,https://expansion.mx/tecnologia/2024/09/22/cfe-telecom-perfila-nuevo-ceo,"Sun, 22 Sep 2024 21:10:23 GMT"
Expansion,Cómo Caliente pasó de anunciar apuestas a transmitir la Champions League,La compañía ha entrado a la ‘guerra del streaming deportivo’ para captar una parte de este nicho de mercado y con ello consolidar su principal negocio: las apuestas.,Tecnología,https://expansion.mx/tecnologia/2024/09/22/caliente-champions-league,"Sun, 22 Sep 2024 20:33:29 GMT"
Expansion,Esta es la audiencia que quiere conquistar el iPhone 16,"Apple es consciente de que muchos usuarios de iPhone 15 difícilmente van a renovar su smartphone, pero hay un segmento al que pueden seducir.",Tecnología,https://expansion.mx/tecnologia/2024/09/20/iphone-16-esta-es-la-audiencia-que-quiere-conquistar,"Fri, 20 Sep 2024 20:40:26 GMT"
Expansion,Microsoft usará energía nuclear para alimentar su Inteligencia Artificial,El acuerdo entre Microsoft y Constellation Energy permitirá reactivar una unidad de la planta nuclear Three Mile Island para cubrir las crecientes necesidades energéticas.,Tecnología,https://expansion.mx/tecnologia/2024/09/20/microsoft-energia-nuclear-inteligencia-artificial,"Fri, 20 Sep 2024 19:50:21 GMT"
Expansion,La ONU formula siete recomendaciones para regular la IA,La ONU creó el año pasado un órgano consultivo de 39 miembros para abordar los problemas de la regulación internacional de la IA.,Tecnología,https://expansion.mx/tecnologia/2024/09/20/la-onu-formula-siete-recomendaciones-para-regular-la-ia,"Fri, 20 Sep 2024 19:30:41 GMT"
Expansion,"La IA decide si eres o no apto para un trabajo, ¿qué hacer para que te vea?","Aunque la IA sí ha demostrado que puede ser una aliada en los espacios donde se aplica, los sesgos que puede presentar aún son un inconveniente.",Tecnología,https://expansion.mx/tecnologia/2024/09/20/la-ia-decide-si-eres-o-no-apto-para-un-trabajo-que-hacer-para-que-te-vea,"Fri, 20 Sep 2024 11:29:32 GMT"
Expansion,Amazon Prime y MGM Studios se unen a la MPA,Las empresas de entretenimiento se unen a otras como Netflix o Paramount Pictures.,Tecnología,https://expansion.mx/tecnologia/2024/09/19/amazon-prime-y-mgm-studios-se-unen-a-la-mpa,"Thu, 19 Sep 2024 23:00:37 GMT"
Expansion,Amazon lanza un nuevo bot que te ayudará a crecer las ventas,La empresa dio a conocer a Amelia para obtener los datos de venta e inventario de un negocio que está en la plataforma.,Tecnología,https://expansion.mx/tecnologia/2024/09/19/amazon-lanza-un-nuevo-bot-que-te-ayudara-a-crecer-las-ventas,"Thu, 19 Sep 2024 21:00:01 GMT"
Expansion,PlayStation lanza edición limitada con aspecto noventero,"Esta consola evoca al aspecto del primer equipo, lanzado por Sony en 1994, y forma parte de la celebración por sus 30 años.",Tecnología,https://expansion.mx/tecnologia/2024/09/19/playstation-lanza-edicion-limitada-30-aniversario,"Thu, 19 Sep 2024 19:00:05 GMT"
Expansion,Usuarios reportan que la alerta sísmica nunca llegó a sus celulares,El IFT había asegurado que hoy las empresas enviarían mensajes de emergencia por sismos pero nunca llegaron. Telcel asegura que las alertas dependen del regulador.,Tecnología,https://expansion.mx/tecnologia/2024/09/19/por-que-no-me-llego-mensaje-alerta-sismica-celular,"Thu, 19 Sep 2024 17:38:37 GMT"
Expansion,TelevisaUnivision nombra como nuevo CEO a un exdirectivo de Google,"Se trata de Daniel Alegre, en sustitución de Wade Davis,  quien cuenta con una amplia experiencia en empresas de tecnología y trabajando con la comunidad hispana en EU, México y América Latina.",Tecnología,https://expansion.mx/tecnologia/2024/09/19/televisaunivision-nuevo-ceo-exdirectivo-de-google,"Thu, 19 Sep 2024 15:58:28 GMT"
